text_id,text,эймериоз,абсцесс,диспепсия молодняка,остертагиоз,мастит,инфекционный ринотрахеит,отёк вымени,тенденит,сибирская язва,лишай,другое
93,"Чем лечить шишку на животе у бычка?
У бычка на месте пупка выросла твёрдая шишка размером с детский кулачок. Бычку 4 месяца. Что это такое может быть?",0,1,0,0,0,0,0,0,0,0,0
94,"Телку 10 дней, после того, как покакает, тужится и у него выходит из анального отверстия какая-то прозрачная слизь. Кто-нибудь сталкивался с этим, что это может быть, и что делать?",1,0,1,1,0,0,0,0,0,0,0
95,"Телёнок поносит от травы, что можно дать?
Подскажите пожалуйста, тёлочке четвёртый месяц, как на траву вывела — перестала давать молоко, всё было нормально. Но вот уже 4-5 дней поносит, дала ей отвар черёмухи, таблетки от поноса, но ничего не прошло. Так и продолжает дристать, что можно ещё дать? Телёнок поносит от травы, что можно дать?",0,0,1,0,0,0,0,0,0,0,0
96,"здравствуйте!подскажите пожалуста я купил телку ей 6 месяцев,привез домой но у ней нет жвачки,сено она кушает,кал нормальный,что может быть и как ей помоч?",0,0,0,0,0,0,0,0,1,0,1
97,"Теленок поскользнулся на льду, сначала хромал на одной задней ноге, а теперь не встаёт что делать.",0,0,0,0,0,0,0,1,0,0,1
98,"Подскажите, кто знает, у быка годовалого на шее ближе к уху появилась шишка твёрдая размером с кулак, как вылечить?",0,1,0,0,0,0,0,0,0,0,0
99,"упала на ноги 8мес. тёлка на вид очень худая ест сено кашу отруби .Пыталась поднять, на ноги не становится поджимает под себя.Третий день колю ей тетрогидровит 2мл. посоветовали седимин 2мл колоть вместе 5 дней.Посоветуйте что можно сделать еще температуры нет аппетит нормальный.Ёще когда пьёт воду такое ощущение что давится так было с рождения",0,0,0,0,0,0,0,1,0,0,1
100,"Добрый день, проблема с коровкой, с осени на дойках, а потом и на вымени возле сосков выходят (сразу на одной дойке и по очереди на всех), маленькие прыщики, потом образуется ранка. Чем только не лечила, делала антибиотики, проходит буквально на недельки две и опять все заново, ветврач ничего сказать не может. Прошу не оставьте без ответа.",0,0,0,0,0,0,0,0,1,1,1
101,"Корова зашибла вымя
Корова 14 марта была на прогулке. И, наверное, зашибла вымя. на следующий день стала вялая, плохо ела. Обнаружили одну долю вымени очень жёсткой, при сдаивании пошёл гной. Корова не доилась, т.к. в конце марта должна была телиться. Пригласили ветврача.
Посоветовал, массаж доли, сдаивание. Купили Мастиед-Форте, ввели дважды через 12, часов, не помогло, ввели Нороклав, 3 раза, тоже через 12 часов. При этом вымя натирали камфорным маслом, мазью вишневского с левомеколем.
В общей сложности массаж, сдаивание и натирание делаем примерно 6 раз в сутки.Горячим вымя не было. У коровы пошло в остальных долях молоко, 21 марта она отелилась. Но в этой доле молока нет, сдаиваем, течёт какая-то жидкость, но сосок забивается хлопьями.

Катетер вставляем, немного стечёт и забивается. Промассируем, ещё немного стечёт и опять хлопьями забилось.
Что делать? Давно когда-то вводили в сосок то ли Мастицид, то ли Мастисан. Может попробовать? Или уже без толку. А может надо было больше использовать Мастиед или Нороклав? Есть она сейчас стала лучше, хотя молока даёт маловато. Посоветуйте. С уважением Галина.",0,0,0,0,1,0,1,0,0,0,0
102,"Что делать, если у коровы в запуске одна доля вымени опухла и горячая?
Здраствуйте, подскажите, коровка в запуске одна долька опухла и горячая, остальные мягенькие, телиться через месяц. Первый раз сталкиваюсь с этим.",0,0,0,0,1,0,1,0,0,0,0
103,Телёнок родился с длинными задними ногами и увеличенными суставами.,1,0,1,1,0,0,0,0,0,0,0
104,Здравствуйте занимаюсь откормом быков вчера заметил что у быка выпадает шерсть около хвоста и щей. Блох и волосоедов не заметил скорее всего клещи. Подскажите что эффективен обработать неоцидолом 1мл на 1 л воды или укол ивермека?,0,0,0,0,0,0,0,0,0,1,1
105,"Ребят подскажет, купили корову 2 года назад, так всё нравиться, спокойная, умничка, а вот со спины иногда течёт кровь, образуется дырочка на хребте и течёт обильно, сильно. Что это может быть?",0,1,0,0,0,0,0,0,0,0,1
106,"У нас у телки на шее большая шишка, она прорвалась и появились язвы и начало еще больше нарывать. Чем лечить?",0,1,0,0,0,0,0,0,1,1,1
107,"Доброго времени суток уважаемые форумчане.За три месяца выросла огромная опухоль,и продолжает расти.Местные ветеринары разводят руками говорят первый раз видят такое.Последние два дня кровоточит из за трещины.Не грыжа,не абсцес.Может кто-то сталкивался с такой ситуацией.",0,1,0,0,0,0,0,0,0,0,0
108,УВАЖАЕМЫЕ ФОРУМЧАНЕ ПОМОГИТЕ!!!!!!! привезли 2х телят сказали 10 дней но кажется меньше кормлю козьим молоком начался понос с кровью у одного телёнка что делать как лечить подскажите,1,0,0,0,0,0,0,0,0,0,1
109,"Здравствуйте. Тёлке 11 месяцев, уже 3 дня плохо ест и совсем не пьёт. Лижет золу, лёд, а от воды отворачивается. Что делать?",0,0,0,0,0,1,0,0,0,0,1
110,"Корова проколола ногу гвоздём, чем лечить?

 Корова проколола ногу. Очень сильно опухла, как и чем лечить?",0,1,0,0,0,0,0,0,0,0,1
111,"Здравствуйте,подскажите что за болезнь такая у коровы все вымя в шишках шкура, слезы текут сопли температура 40,5 корова вялая, по совету ветеринара сделали укол нитокс 200 внутримышечно 30 кубиков вчера вечером сегодня утром шишек стало больше температура так и держится 40,5",0,0,0,0,0,0,0,0,1,0,1
112,"Добрый день! Подскажите, пожалуйста, что за нарост у нашего быка и чем его лечить? Бык 1г4м, месяц назад появился маленький нарост, начал рости. сейчас появляется на других частях тела. Опетит хороший. Заранее спасибо.",0,1,0,0,0,0,0,0,0,0,0
113,"Что делать, если телята перегрелись на солнц
Телятам ровно месяц, перегрелись на солнце, стали вялые. До этого были просто живчики! Сразу вызвали ветеринара. Сделал капельницу в область шеи, колол уколы. Видела названия некоторых препаратов: «Кальфосет», «Энороксил», «Катозал», кофеин. Причём одному телёнку не попал в вену, колол раз 10 и в итоге ввёл под кожу, а второму телёнку попал и ввёл в вену. Это было вчера, а сегодня телята не поднимались и хрипели, но кушать пытались. Носики холодные, поноса нет!
 Сегодня опять вызвали ветеринара и обнаружилось что у них опухли шеи и стали как камень, даже кушать не могут, но хотят. Он им опять вколол «Энроксил» и «Катозал» и «Новокаин». И ещё от аллергии что-то.
 Врач сказал, что возможно их кто-то укусил или заноза…
 А мы предполагаем, что это реакция на мед. препараты (я не все запомнила, было ещё что-то вколото).
 Очень страшно что они умрут. Задохнутся. Прямо какой-то отёк Квинке…
 Напишите пожалуйста, что делать в такой ситуации?",0,1,0,0,0,0,0,0,0,0,0
114,"Здравствуйте всем. Очень нужна помощь!
У нас была корова, которую мы вырастили с телёнка. В этом году она у нас родила девочку, но в марте погибла от несчастного случая. Это был сильнейший удар.
Мы решили завести новую корову, но уже дойную. Завели мы её 9 апреля.
Корове 5 лет. Покрытая на декабрь. Спокойная, доить может каждый, стоит не шелохнётся.
Но она мне показалась слишком худой. На её ногах и тазовых костях имелись какие-то странные маленькие ранки. Хозяйка, конечно же, сказала, то всё нормально, просто она недавно родила, а ранки на ноге она получила от того, что её покрыл бык. Что ж, назад уже ничего не вернуть, раскаиваться некогда.
Так вот, хозяйка сказала, что корова даёт 15 литров в день, но это на сене. Как только корова приехала, она дала нам вечером только 5 литров. Дою также как и хозяйка, в 8 утра и 8 вечера. На следующий день количество молока составляло 9 литров. Меня это устраивало (хотя это не 15, но всё же), но потом количество молока стало убывать, дошло до 4 литров. Кормили морковкой, сеном. От овса отказывалась. Ещё была соль и, конечно же, вода. Потом коровка перешла на травку и удой восстановился до 8,5 литров в день. В конце апреля она начала жиже ходить и я её проглистогонила, после этого всё прошло. В середине мая она опять начала жидко ходить, но я вспомнила, что глистогонить надо по два раза, чтобы убить яйца гельминтов. Проглистогонила, всё опять наладилось.
Корова начала понемногу поправляться, а вот ранки как только затягивались, сразу же опять расходились. Решили сдать анализы, вызвали ветеринара, он сам взглянув на корову ничего не сказал. Вколол манту на туберкулёз. Анализы ещё не пришли.
Сегодня я как всегда пришла доить корову, в 8 утра. Но в этот раз она начала брыкаться. Сильно поносить. Кал выходит со слизью.
Как только мы её выпустили из коровника, коровка улеглась на землю и не хочет вставать. От морковки не отказалась, встаёт только, чтобы взять немного сена и опять сразу же ложится. Доиться не даёт.
Помогите, пожалуйста...
Заранее благодарю)
Извините, за слишком долгое объяснение.",1,0,1,1,0,0,0,0,0,0,0
115,"На вымени образовались, с вот такие, даже не знаем как их правильно назвать, кровяные образования, сначала было на одной стороне - справа,, теперь появилось и на другой стороне. Температура в норме. И какие то болячки и облысения на задней ноге.",0,0,0,0,0,0,0,0,0,1,1
116,"Телёнку 6 дней, уже два дня поносит, вчера поставили укол «Тилозин», улучшений нет.",1,0,1,1,0,0,0,0,0,0,0
117,"Сухой кашель у телёнка, с чем он может быть связан?",0,0,0,0,0,1,0,0,0,0,1
118,Здравствуйте уважаемые.кто сталкивался с такой проблемой у коровы по всему телу мелкие подкожные шишки размером с рублевую монету.на что это похоже?может глисты?,0,1,0,0,0,0,0,0,0,0,0
119,"Добрый день. Помогите, кто что знает! Корова три дня не ест и не пьёт (заливаем воду насильно), молоко не даёт (мастит), бока впали, исхудала, жвачки нет, отрыжки нет. Ветеринары ничего не говорят...только меряли температуру(она в норме). Что делать? Вывели на улицу- стоит как закануженая !",1,0,1,1,0,0,0,0,0,0,1
120,"У телёнка шишка на месте пуповины.
Подскажите пожалуйста. Телёнку 1,5 месяца, у него на месте пуповины какое-то уплотнение размером с куриное яйцо. Ведёт телёнок себя нормально, кушает хорошо. Может кто-то сталкивался с таким. За ответы заранее спасибо.",0,1,0,0,0,0,0,0,0,0,0
121,"У коров появились болячки на сосках, которые увеличиваются при доении.

 Добрый день, у меня две дойные коровы, у них на сосках вылезли какие-то болячки, стоят спокойно. Когда доишь, они сначала маленькие, потом становятся большими. Подскажите, что это может быть?",0,0,0,0,0,0,0,0,1,1,1
122,"У меня плохо пьёт телёнок ему 3 недели, температура 39,7 градуса, поноса нет, что делать?",0,0,0,0,0,1,0,0,0,0,1
123,"Доброго времени суток. У коровы после оттела не идёт молоко с двух долей. Антибиотик ставим вымя растираем . что можно сделать, чтобы пошло молоко",0,0,0,0,1,0,1,0,0,0,0
124,"Ребята, подскажите, бычок, 4 месяца, в течении дня упал на ноги. С кишечником всё нормально, суставы тоже не вспухшие, подскажите, чем лечить?",0,0,0,0,0,0,0,1,0,0,1
125,"Помогите, пожалуйста, у меня заболела корова, ветврачи не могут помочь, поднялась температура, сопит, хрипит, а сопит вдох более-менее есть (через нос вдох), а выдоха почти нет, пускает пузыри и надувает щёки. Антибиотиками лечились, результат – ноль, колола «Нитокс-200», «Бицилин-5», «Ривициклин» и в корм – «Норсульфазол». Пьёт нормально, запустить доить не могу, хоть 1 раз в неделю дою (значит, молоко не сбавляет). Может что посоветуете?",0,0,0,0,0,1,0,0,0,0,1
126,"Беременная корова, её беременности где то 8 с половиной месяцев, начала ходить болезненно, кушать и пить воду понемногу.  Потом через неделю вообще не встала, почти не кушает, температура 39. Плод шевелиться... Помогите, пожалуйста, что с ней делать?",0,1,0,0,0,0,0,0,0,0,1
127,"Помогите, пожалуйста. Девятого апреля корова отелилась. Вымя до отёла было очень твёрдым. После отёла ветврач посоветовал оставить телёнка с коровой. Оставила, но и сама доила молоко. Две дольки, которые «полюбил» телёнок, стали мягче, а вот вторая сторона — так и грубая. Молока значительно меньше. Посоветуйте мне, как вымя привести в нормальное состояние. Спасибо заранее за советы.",0,0,0,0,0,0,1,0,0,0,0
128,"Что нужно делать, чтобы у коровы не закупоривалась дойка.",0,0,0,0,1,0,0,0,0,0,0
129,"У бычка кожное заболевание, подскажите какое?
Ветеринары помогите! У бычка кожное заболевание сзади. Это что чесотка? Что делать? Чем лечить, если да?",0,0,0,0,0,0,0,0,0,1,1
130,"Корова потянула заднюю ногу
Привет всем, вопрос: выпускал корову на прогулку потянула заднюю ногу? Смотрели перелома нет, что делать, подскажите? Спасибо.",0,0,0,0,0,0,0,1,0,0,0
131,"Доброго всем времени суток! Телке 1,5 года, два месяца стельности, на вымени выросла шишка. Сначала была маленькая, размером с горошину, вет сказала может папиллома, может наколола, мажьте йодом. Стали мазать, изменений никаких, она продолжает увеличиваться, за месяц выросла до размеров куриного яйца. Цвет у нее как и у вымени, не шелушится, ранок на ней нет, как обычная кожа. Что это может быть, как лечить, опасно ли это?",0,1,0,0,0,0,0,0,0,0,0
132,"Здравствуйте! Нужна консультация ветеринара по крс. Проблема с коровой.
 Постараюсь описать ситуацию максимально подробно. Если будет нужно что то уточнить или проверить-посмотреть-пощупать то все сделаю и опишу.
 Итак: корова. 5 лет. Вроде бы стельная(местный ветврач ректалил но срок маленький поэтому""вроде бы"").удой до начала болезни 8л вечер,6-7л утро. Совсем недавно перенесла ""вроде бы"" оспу.... (опять же местный ветврач диагностировал), со всеми подобающими ""спецэффектами "": сыпь, язвы, гнойнички, свищики, температура, снижение удоя, да и моим рукам досталось тоже. Лечились как положено вроде. Прижигания, мази. Антибиотики и пр... И уже прошли все болячки и температура. Взбодрилась. Прибавила молоко до обычной нормы. И вдруг....
 Вечером удой 5....утром 2! Жует. Пьет. Бодрая. Списали на очень жаркий день(ну сами знаете.... Пролежат в тени весь день). Утром отправил в поле. Вечером удой 2! Утром 1! И молоко ""запускное""!!! Ест. Жует. Пьет. ""загрустила""
 На следующий день с поля привели сами. Очумелую и без сил. Ни дом не помнит ни хозяев ни дорогу. Удой=0! Жвачки нет. Отказ от пищи и воды.
 Вызвал врача. Проверил на металл в брюхе. Нету. (ни один из классических признаков при проверке не проявился). Далее лечили симптоматически. Гемодез+глюкоза в/в дважды в день. Цефтриаксон. Потом бициллин. Жвачку пытались вернуть ВСЕМИ методами от дедовских до научных(кроме чимерицы... Ослабела очень корова и врач не рискнул).Стояла ""горбом""и слюни пускала. Не ела, не пила(заливали силой чай и овсянку жидкую). Поставили витам и спазган. И, о чудо! Жвачка после спазгана! (так и держу на спазгане. Пока укол действует пожует чуток очень избирательно. Пару глотков воды хлебнет).
 Капали 5 дней. Стала пободрее. Вымя было это время сухое холодное и пустое. Потом стала доиться по чуть-чуть чем то похожим на молозиво только гуще. Почти кремообразное. Вымя потеплело и начало чуть набухать.
 Антибиотики ставили 10 дней. Температура дважды поднималась до 40.5.
 Картина сейчас : температура норм с незначительными колебаниями. Доится тем же кремообразным молозивом. Около 300-400 гр в сутки. Аппетита нет. Не пьет! Даже силой не влить. Спина ровная. Несильное слюнотечение. Иногда как бы кашляет но больше похоже на попытку отрыгнуть жвачку. После спазгана немного ест но ОЧЕНЬ избирательно и в основном то, на что раньше и не глядела. Лист малины, тальник, жесткую траву в поле. Сено, овощи, отруби, пойло - игнор! Даже хлеб из рук не берет(нонсенс! Да она раньше за горбушку шкуру бы отдала... ). Опорожняется нормально но очень помаленьку(не ест же... ). Пьет 1-3 литра в день.
 Скажете проще заколоть? Да не проще.... Исхудала до мощей. Да и некуда мне мясо(да какое там нафиг мясо сейчас )девать. А сам есть не буду.
 Буду признателен за любой совет, любую версию!
 Местные врачи честно разводят руками: мы не знаем что делать...",0,0,0,0,1,0,1,0,0,0,0
133,"У телки залысина и она её расцарапывает, что это такое?",0,0,0,0,0,0,0,0,0,1,1
134,"Чем пропоить тёлочку, если она сильно поносит?
Добрый день, тёлочке 2,5 месяца, сильно поносит, ветврач разводит руками, поделитесь опытом подскажите, чем пропоить?",1,0,1,1,0,0,0,0,0,0,0
135,"Тёлка чешется, вокруг глаз стала облазить шерсть, чем помочь?

 Телке один год, не беременна, сильно чешется, вокруг глаз стала облазить шерсть, чем ей помочь?",0,0,0,0,0,0,0,0,0,1,1
136,"Телёнок умер, из заднего прохода кал с кровью, что это может быть?",1,0,0,0,0,0,0,0,0,0,1
137,"Привет! Помогите пожалуйста моему телёнку! 
 Моему телёнку всего 24 дня она страдала коликами где то на 9 день от роду. Ей прокололи антибиотики.( и я думаю могла сильно нарушится флора) до антибиотиков стул был в основном нормальный, но иногда из попы капали капли крови вместе со слизью. После антибиотиков крови была только один раз а ее стул стал очень странным черно зелёным и очень очень вонючем консистенцией йогурта. Я стала добавлять овсяную и гречневую каши сблендеренные в молоко а так же по совету немного простокваши и прокисшего молока чтоб улучшить пищеварение. Еще стала добавлять витамины для телят в молоко после этого стул стал желтым. А не давно стал ещё и очень жидким почти как понос. Я кормила ее 4 раза в день по 500 мл молока и плюс 300 мл воды и всех перечисленных добавок. Ее вес за эти дни увеличился на 8 килограм с 12 до 20 кг. А еще вчера я заметила что у нее очень воспалились десна.когда трогаешь зубы то они шатаются. А кожа вокруг зубов как будто покрыта волдырями но при этом воняет гнилью и кажется что отвалится скоро. Незнаю это ожег или рана или клещь в десну укусил. Непонятно. Вобще похоже на какой-то грибок. Ну еще у нее пока клещи и поэтому она очень сильно их вычесывает зубами. Может поэтому воспалились? Люди дорогие, с кем нибудь такое было? Помогите пожалуйста советом!",0,0,0,0,0,0,0,0,1,0,1
138,"Добрый день! Вопрос к ветеринарам. Может быть подскажите. У нас в селе телки начали кашлять, в носу видна белая слизь (не много), отказываются от еды в течении 3-х суток, подохло 7 штук (телков они закупили неизвестно где). Сейчас у соседа началась такая же проблема (телки покупные). Они вызвали местного вета, он сказал, что не знает ничего, диагноз поставить не может, назначил витамины и уехал. Привезли областного ветеринара, он назначил витамины и бициллин подохло еще 3 штук, сказал анализы везти в Москву, т.к. у нас тут такие не делают, это не реально.",0,0,0,0,0,1,0,0,0,0,1
139,"У телят температура
У телят температура. Купили телят с Авито, купили 3-х мес, а им максимум 2,5... Сначала все было хорошо, потом они начали поносить, и был конъюнктивит и сопли, один кашлял, мы им прокололи антибиотик, стул восстановился, но сейчас спустя 5 дней тот который поменьше стал плохо вставать на ноги, а сегодня вообще не встал (пытался, но не получилось, пришлось поить его лёжа. Померила температуру, 36.2 — это значит он болеет... Купили витамин D и железо, сейчас муж поехал за ещё одним лекарством, название напишу позже, это именно для лечения какое-то будет, то что температура такая... Кормим овсом и моим водой, к еде привыкли, на вкус овёс не горький, значит нормальный, так нам сказали... Мы впервые держим телят и для нас — это ещё двое маленьких детей! Купили витаминки (гранулы), у них лежит лизунок с витаминками.
У кого была подобная ситуация с температурой у телят? Как выходили из неё?",0,0,0,0,0,1,0,0,0,0,1
140,"Как быть, если корова даёт мало молока после отёла?
 У меня вчера вечером отелилась корова вторым отёлом. Я её подоила, сразу сдоила она 8 литров. Утром сдоила 3 литра и в обед 2, вымя при том не сильно отёкшее, в чём же дело? Ведь в том году при первом отёле она доила хорошо, 20 литров в сутки. Подскажите, что делать, как быть? Но вот в чём вся проблема, что вымя не отёкшее.",0,0,0,0,0,0,1,0,0,0,0
141,"Тёмно-коричневая жидкость из вымени коровы.
Тёмно-коричневая жидкость из вымени коровы. Помогите пожалуйста, корова стельная, через 10 дней отёл, плохо запускалась,сейчас решили сдоить с одной сиськи доиться тёмно-коричневая жидкость, что это, подскажите пожалуйста?",0,0,0,0,1,0,0,0,0,0,0
142,"Кашель у телёнка.
У двух месячного телёнка кашель с мокротой. Но они не откашливаются. Состояние угнетённое. Аппетит и температура в норме. Три дня ставили Левотетрасульфин. Не помогло.",0,0,0,0,0,1,0,0,0,0,1
143,"Телёнку пол года, болеет шишки проходят, но слизь из носа и слезятся глаза, нос распух весь в ранах, лежит не встаёт. Кормлю сухим молоком т.е. заливаю начались проблемы с задним проходом тоже весь распух плохо опорожняется, может кто то знает, что делать???",0,0,0,0,0,1,0,0,0,0,1
144,"Что делать, если тёлка упала с ног?
Тёлка упала с ног полтора месяца.",0,0,0,0,0,0,0,1,0,0,1
145,"У коровы проблемы с ногами. Как лечить?
Помогите! Скажите, пожалуйста, корова первотёлка, родила двойню. Роды проморгали, родила сама, видимо роды были тяжёлые и затяжные. Теперь проблемы с задними ногами. Или корова стоит — не садиться, или садиться не встаёт. Это не послеродовой порез, потому, что есть чувствительность. Врачи ничем не могут помочь. Одно делают хлористый и все. После отёла прошло уже 2 недели.
 Спасибо.",0,0,0,0,0,0,0,1,0,0,1
146,"У коровы на вымени была небольшая ранка, которая быстро зарубцевалась, но теперь эта доля стала очень твердой и опухла. Доится при этом хорошо, но дотрагиваться до вымени для массажа не дает. Посоветуйте, что делать?",0,0,0,0,0,0,1,0,0,0,0
147,"Тёлка поносит и становилась в росте, Лоперамид не помогает.
У нас такая беда: тёлка, возраст 7 месяцев, не растёт, поносит уже целый месяц, что делать? Лоперамид давали, не помогает.",1,0,0,0,0,0,0,0,0,0,1
148,"У бычков и коров появился кашель с мокротой
 Подскажите пожалуйста, у меня бычки на откорме и у одного из них начался кашель, сопли появились, перестал набирать вес, потом рядом стоящий заразился и так по очереди, все начали кашлять. И мокрота вылетает во время кашля, так и корова начала кашлять, после того как корм покушала перед бычком, и теленок кашляет, когда сосет, может кто сталкивался с такой болезнью.",0,0,0,0,0,1,0,0,0,0,1
149,"Добрый день. Нуждаюсь в совете. У нас такая проблема. Корова первотелка, у нее длинные ( 7 см) соски и тонкие. Три соска доятся отлично, как аппаратом, так и руками. А вот четвертый очень плотный и с каждым днём всё трудней и трудней сдаивать молоко. Как будто канал зарастает. У ее матери доется три соска. Четвертый усох. Но в доле как будто есть молоко. Что делать дайте совет. Коровы были получены по наследству, они у меня пол года только. Может попробовать вставить катетер и так сдаивать? А то боюсь что и у другой зарастёт сосок.",0,0,0,0,1,0,1,0,0,0,0
150,"Можно ли спасти трёхдневного телёнка с фермы без молока?
Здравствуйте, купили телёнка с фермы 3-дневного, даю ЗЦМ сейчас ему 6 дней, плохо встаёт, ослаб, пить продолжает не отказывается, поноса нет, что это? Что делать вторым телёнком все нормально, молока нет, можно ли его спасти?",0,0,0,0,0,0,0,1,0,0,1
151,Добрый день! Почему у моей стельной коровы шерсть на шее облезает?,0,0,0,0,0,0,0,0,0,1,1
152,"У быка внезапно опухоли передние суставы на ноги на ногах, лежит. Бык не встаёт, перелома нет, зерна не объедался.",0,1,0,0,0,0,0,1,0,0,1
153,"Укоровы закупоривается одна дойка, уже два раза пробивали — не помогает. Что делать?",0,0,0,0,1,0,0,0,0,0,0
154,Я бы хотела узнать про какие-нибудь препараты от клещей коровам.,0,1,0,0,0,0,0,0,0,0,1
155,"У коровы на правой стороне на челюсти вылезла шишка и она начала редко жевать жвачку
Всем привет, помогите мне пожалуйста. У моей коровы на правой стороне на челюсти вылезла шишка, она твердая и корова начала редко жевать жвачку, я не могу понять что это такое? Помогите мне, пожалуйста.",0,1,0,0,0,0,0,0,0,0,0
156,"Подскажите пожалуйста, бычку 5 мес. стал плохо стоять на ногах, ест нормально жевачка есть, что делать чтобы его поставить на ноги?",0,0,0,0,0,0,0,1,0,0,1
157,"Дегтеобразная селезенка при вскрытии теленка 7 месячного. 
При вскрытии телёнка обнаружена селезенка дегтеобразная, но не течёт, а при соскабливании, лимфоузлы в норме, печень в норме, кровоизлияний нет нигде, сердце чистое, рубец в норме, почки в норме, труп окоченение в норме, кровь свернувшаяся, что это может быть?",0,0,0,0,0,0,0,0,1,0,1
158,"Здравствуйте , уважаемые форумчане! У теленка облазит нос , ему пошел третий месяц , рожден был в мае от первотелки . Телилась сама мы не видели, телушка родилась очень маленькая, но теперь выправилась. Через две недели после рождения стал облазить нос, сначала немного потом заживает и снова только каждый раз сильнее , теперь уже какими-то гнойными корочками весь покрылся и грязный. Наш ветврач сказал не хватает цинка , проставили ей витамины цинксодержащие , а воз и ныне там. Помогите !",0,0,0,0,0,0,0,0,0,1,1
159,"У новотельной опрелость на вымени, че делать?",0,0,0,0,0,0,0,0,0,1,1
160,"У коровы перед отёлом возникла припухлость и хромота.
Здравствуйте, возникла проблема: корове телится 10 дней, но начала хромать на правую ногу, припухлость сверху копыта и не полностью разгибает её! Чем можно ей помочь и что может это быть? Я так думаю, может из-за того, что она крупная и пузатенькая, но отёков нет и прогулок как таковых нет, а в сарае она большую часть времени лежит!",0,1,0,0,0,0,0,0,0,0,1
161,"Месячный теленок внезапно стал поносить. Лежит, не встает. Слабый совсем. Посоветуйте что-нибудь. Забыла написать, что хоть чуть-чуть, но молоко пьет.",1,0,1,1,0,0,0,0,0,0,0
162,"У меня проблема! Помогите, у меня корова дня два назад отелилась, бычка не доносила, он сдох! Ветеринар приезжал, чистил место! Дою второй день, она даёт мало, даже половины литра нет молозива, вроде вымя налилось, а соски пустые! Массаж делаю каждые два часа и всё бестолково! Помогите!!! Что мне делать?",0,0,0,0,1,0,1,0,0,0,0
163,"Корова отказалась есть и пить, и у неё нет жвачки.
Помогите советом!!! Как всегда невозможно дозвонится к ветеринару... Корова в июне будет второй отёл. Сегодня с утра дала молока в три раза меньше обычного отказалась, есть, пить, и вроде, нет жвачки. Встаёт, потом ложится, опять встаёт, что-то пытается копытом как бы почесать вымя и опять ложится. С ночи кучи у неё больше обычного. Кормим кстати её сеном и водой, вечером даём немного дроблёнки и овощных очисток... Что может быть?",0,0,0,0,0,0,0,0,1,0,1
164,"Телёнок не встает на передние ноги
Телёнок 4 месяца, вечером был веселый, бегал по двору, а утром плохо стал вставать и к вечеру совсем не встал. Передние ноги поджал под себя, а задними отталкивается , так передвигается по сараю. Ест и пьет нормально. Пытается вставать, но передние ноги не разгибаются, стоит на коленках. Вид у него бодрый. Что делать, подскажите, если кто-то сталкивался с таким заболеванием. У нас в селе у многих, кто покупал телят в колхозе, такая проблема.",0,0,0,0,0,0,0,1,0,0,1
165,"По какой причине у коровы солёное молоко
Корова два отёла здоровая по всем внешним признакам с помощью стала давать солёное молоко. К быку мы её в том году не водили, но она стояла со своим бычком. На данный момент ему год. При ректаливании ветеринар сказал не стельная, питание хорошее, вес 530 кг. Меня смущае солёное молоко у коровы.",0,0,0,0,1,0,0,0,0,0,0
166,"Добрый день,форумчане! Помогите советом, может у кого было такое... Два дня назад купили корову, когда сводили с машины она оступилась и упала примерно с высоты 50 см, долго лежала (около часа) кое-как растолкали, она поднялась и пошла во двор прихрамывая и держа заднюю ногу на весу. С трудом зашла в сарай, где после привязи легла и не встаёт! Привезли ветеринара, он осмотрел, но никаких переломов ( позвоночника, ног и прочего ) не выявил, ни припухлостей, ни отёка - ничего! Сделал внутривенно капельницу и вкалол антибиотик! Коровка хорошо кушает, пьёт и постоянно пытается вставать, но у неё не получается! Задние ноги не может поднять. Сегодня ветеринар повторил процедуру... Помогите, может кто сталкивался с таким! Может быть стоит её поднять на ремнях и ей легче будет, всё же третьи сутки лежит! Надеюсь на скорый ответ!....",0,0,0,0,0,0,0,1,0,0,1
167,"Новорожденный теленок не  может ходить в туалет, подскажите что делать?
Здравствуйте. Новорожденный телек родился сам, когда пришли и поднесли его к матери она его лизать не стала первое кормление было нормально он по пил после этого на другой раз теленок не пьёт, жалуется на живот, не ходит в туалет уже клизмы ставили, маслом поили и давали лекарства против запора — не помогает. 
У него вздувает живот, мяли живот ничего не помогает уже третий день теленка а он мучается нос красный, думали — температура, кололи укол — вроде помогло, но все равно потом он опять стал красным, при клизме у него выходит какое-то выделение слизью с кровью. Подскажите что делать, пожалуйста.",0,0,0,0,0,1,0,0,0,0,1
168,"Подскажите советом!!! Теленку 3 недели взяли две недели назад на ферме. Неделю назад стала выпадать шерсть местами клочками шея, лоб, ноги у заднего прохода, сейчас еще и начал разлизывать эти лысины. Кормим ЗЦМ в сутки 6 литров, комбикорм начали давать овощи по немногу, примикс Гаврюша, мел. Позвонили на ферму зоотехник сказала контакт с водой (попал под дождь) Разве такое может быть? Что делать!!!",0,0,0,0,0,0,0,0,0,1,1
169,Здравствуйте. У телят между копытами появились язвы и сустав над копытом опух. За 2 дня у 6-ти телят наблюдается такое. Что это может быть?,0,0,0,0,0,0,0,0,1,1,1
170,"Что делать если корова захромала без видимых причин
Здравствуйте. У меня захромала корова на левую заднюю ногу. Смотрела копыт, нет ни камней, ни припухлости. Что делать?",0,1,0,0,0,0,0,0,0,0,1
